First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage,
Zbigniew,Kuźmiuk,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,zbigniew.kuzmiuk@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28389/_home.html,
Ryszard Antoni,Legutko,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Prawo i Sprawiedliwość,PiS,biuro@rlegutko.pl,,http://www.europarl.europa.eu/meps/en/96796/_home.html,
Janusz,Lewandowski,Poland,-,EPP,NOT PRESENT,FOR,-,AGAINST,ABSTAINED,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,janusz.lewandowski@europarl.europa.eu,J_Lewandowski,http://www.europarl.europa.eu/meps/en/23781/_home.html,
Bogusław,Liberadzki,Poland,-,S&D,ABSTAINED,ABSTAINED,YES,AGAINST,FOR,AGAINST,AGAINST,ABSTAINED,Sojusz Lewicy Demokratycznej,SLD,boguslaw.liberadzki@europarl.europa.eu,BLiberadzki,http://www.europarl.europa.eu/meps/en/23768/_home.html,
Elżbieta Katarzyna,Łukacijewska,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Platforma Obywatelska,PO,elzbieta.lukacijewska@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96791/_home.html,
Krystyna,Łybacka,Poland,-,S&D,NOT PRESENT,NOT PRESENT,YES,AGAINST,FOR,AGAINST,ABSTAINED,AGAINST,Sojusz Lewicy Demokratycznej,SLD,krystyna.lybacka@europarl.europa.eu,KrystynaLybacka,http://www.europarl.europa.eu/meps/en/124883/_home.html,
Michał,Marusik,Poland,-,ENF,AGAINST,FOR,-,FOR,ABSTAINED,AGAINST,AGAINST,AGAINST,Kongres Nowej Prawicy,KNP,michal.marusik@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124894/_home.html,
Jan,Olbrycht,Poland,-,EPP,NOT PRESENT,FOR,-,AGAINST,NOT PRESENT,FOR,FOR,AGAINST,Platforma Obywatelska,PO,jan.olbrycht@europarl.europa.eu,JanOlbrycht,http://www.europarl.europa.eu/meps/en/28288/_home.html,
Stanisław,Ożóg,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,stanislaw.ozog@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124897/_home.html,
Bolesław G.,Piecha,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,boleslaw.piecha@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124874/_home.html,
Mirosław,Piotrowski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,miroslaw.piotrowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28341/_home.html,
Julia,Pitera,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,julia.pitera@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124898/_home.html,
Marek,Plura,Poland,-,EPP,AGAINST - CORRECTED,AGAINST - CORRECTED,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Platforma Obywatelska,PO,marek.plura@europarl.europa.eu,marek_plura,http://www.europarl.europa.eu/meps/en/124881/_home.html,
Tomasz Piotr,Poręba,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,tomasz.poreba@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96801/_home.html,
Dariusz,Rosati,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,dariusz.rosati@europarl.europa.eu,DariuszRosati,http://www.europarl.europa.eu/meps/en/28394/_home.html,
Jacek,Saryusz-Wolski,Poland,-,Non-attached,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Platforma Obywatelska,PO,jacek.saryusz-wolski@europarl.europa.eu,JSaryuszWolski,http://www.europarl.europa.eu/meps/en/28297/_home.html,
Czesław Adam,Siekierski,Poland,-,EPP,AGAINST,FOR,-,AGAINST,ABSTAINED,FOR,AGAINST,AGAINST,Polskie Stronnictwo Ludowe,PSL,czeslaw.siekierski@europarl.europa.eu,CzSiekierski,http://www.europarl.europa.eu/meps/en/23787/_home.html,
Bogusław,Sonik,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Platforma Obywatelska,PO,boguslaw.sonik@europarl.europa.eu,SonikBoguslaw,http://www.europarl.europa.eu/meps/en/28299/_home.html,
Dobromir,Sośnierz,Poland,-,Non-attached,AGAINST,FOR,YES,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Wolność,Wolność,dobromir.sosnierz@ep.europa.eu,d_sosnierz,http://www.europarl.europa.eu/meps/en/192298/_home.html,
Adam,Szejnfeld,Poland,-,EPP,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,adam.szejnfeld@europarl.europa.eu,szejnfeld,http://www.europarl.europa.eu/meps/en/124890/_home.html,
Kazimierz Michał,Ujazdowski,Poland,-,Non-attached,ABSTAINED - CORRECTED,ABSTAINED,-,AGAINST,FOR,ABSTAINED,FOR,AGAINST,Independent,Independent,kazimierzmichal.ujazdowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/23791/_home.html,
Róża Gräfin,von Thun Und Hohenstein,Poland,-,EPP,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Platforma Obywatelska,PO,roza.thun@europarl.europa.eu,rozathun,http://www.europarl.europa.eu/meps/en/96776/_home.html,
Jarosław,Wałęsa,Poland,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,jaroslaw.walesa@europarl.europa.eu,WalesaMEP,http://www.europarl.europa.eu/meps/en/96774/_home.html,
Jadwiga,Wiśniewska,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,jadwiga.wisniewska@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124877/_home.html,
Bogdan Andrzej,Zdrojewski,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Platforma Obywatelska,PO,bogdan.zdrojewski@europarl.europa.eu,BZdrojewski,http://www.europarl.europa.eu/meps/en/124893/_home.html,
Janusz,Zemke,Poland,-,S&D,ABSTAINED,ABSTAINED,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Sojusz Lewicy Demokratycznej - Unia Pracy,SLD-UP,janusz.zemke@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96784/_home.html,
Kosma,Złotowski,Poland,-,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Prawo i Sprawiedliwość,PiS,kosma.zlotowski@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124884/_home.html,
Stanisław,Żółtek,Poland,-,ENF,AGAINST,FOR,YES,FOR,ABSTAINED,AGAINST,AGAINST,AGAINST,Kongres Nowej Prawicy,KNP,stanislawjozef.zoltek@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124902/_home.html,
Tadeusz,Zwiefka,Poland,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Platforma Obywatelska,PO,tadeusz.zwiefka@europarl.europa.eu,TadeuszZwiefka,http://www.europarl.europa.eu/meps/en/28301/_home.html,
Francisco,Assis,Portugal,-,S&D,AGAINST - CORRECTED,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,Partido Socialista,PS,francisco.assis@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28307/_home.html,
Carlos,Coelho,Portugal,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Social Democrata,PSD,carlos.coelho@europarl.europa.eu,CarlosCoelhoPE,http://www.europarl.europa.eu/meps/en/1892/_home.html,
Manuel,dos Santos,Portugal,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Partido Socialista,PS,manuel.dossantos@europarl.europa.eu,Manuel___Santos,http://www.europarl.europa.eu/meps/en/21918/_home.html,
José Inácio,Faria,Portugal,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido da Terra,PT,joseinacio.faria@europarl.europa.eu,JoseFariaMEP,http://www.europarl.europa.eu/meps/en/125101/_home.html,
José Manuel,Fernandes,Portugal,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Social Democrata,PSD,josemanuel.fernandes@europarl.europa.eu,JMFernandesEU,http://www.europarl.europa.eu/meps/en/96899/_home.html,
João,Ferreira,Portugal,-,GUE/NGL,AGAINST,FOR,-,NOT PRESENT,ABSTAINED,ABSTAINED,AGAINST,AGAINST,Partido Comunista Português,PCP,joao.ferreira@europarl.europa.eu,joao_ferreira33,http://www.europarl.europa.eu/meps/en/96706/_home.html,
Ana,Gomes,Portugal,-,S&D,AGAINST,FOR,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Partido Socialista,PS,anamaria.gomes@europarl.europa.eu,AnaGomesMEP,http://www.europarl.europa.eu/meps/en/28306/_home.html,
António,Marinho e Pinto,Portugal,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Democrático Republicano,PDR,antonio.marinhoepinto@europarl.europa.eu,marinhopintoeu,http://www.europarl.europa.eu/meps/en/124742/_home.html,
Marisa,Matias,Portugal,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Bloco de Esquerda,BE,marisa.matias@europarl.europa.eu,mmatias_,http://www.europarl.europa.eu/meps/en/96820/_home.html,
Nuno,Melo,Portugal,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,nuno.melo@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96978/_home.html,
Cláudia,Monteiro De Aguiar,Portugal,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partido Social Democrata,PSD,claudia.monteirodeaguiar@europarl.europa.eu,cmonteiroaguiar,http://www.europarl.europa.eu/meps/en/124734/_home.html,
João,Pimenta Lopes,Portugal,-,GUE/NGL,AGAINST,FOR,-,NOT PRESENT,ABSTAINED,ABSTAINED,AGAINST,AGAINST,Partido Comunista Português,PCP,joao.pimentalopes@europarl.europa.eu,JPimentaLopes,http://www.europarl.europa.eu/meps/en/136236/_home.html,
Paulo,Rangel,Portugal,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Social Democrata,PSD,paulo.rangel@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96903/_home.html,
Sofia,Ribeiro,Portugal,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partido Social Democrata,PSD,sofia.ribeiro@europarl.europa.eu,SofiaHRibeiro,http://www.europarl.europa.eu/meps/en/124733/_home.html,
Liliana,Rodrigues,Portugal,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,FOR,Partido Socialista,PS,liliana.rodrigues@europarl.europa.eu,lilianamep,http://www.europarl.europa.eu/meps/en/125099/_home.html,
Maria João,Rodrigues,Portugal,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista,PS,mariajoao.rodrigues@europarl.europa.eu,mjr_eu,http://www.europarl.europa.eu/meps/en/124737/_home.html,
Fernando,Ruas,Portugal,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Social Democrata,PSD,fernando.ruas@europarl.europa.eu,FernandoRuasPE,http://www.europarl.europa.eu/meps/en/124730/_home.html,
Ricardo,Serrão Santos,Portugal,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista,PS,ricardo.serraosantos@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124741/_home.html,
Pedro,Silva Pereira,Portugal,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista,PS,pedro.silvapereira@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124747/_home.html,
Miguel,Viegas,Portugal,-,GUE/NGL,AGAINST,FOR,-,NOT PRESENT,ABSTAINED,ABSTAINED,AGAINST,AGAINST,Partido Comunista Português,PCP,miguel.viegas@europarl.europa.eu,MiguelViegasPCP,http://www.europarl.europa.eu/meps/en/125100/_home.html,
Carlos,Zorrinho,Portugal,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista,PS,carlos.zorrinho@europarl.europa.eu,czorrinho,http://www.europarl.europa.eu/meps/en/124739/_home.html,
Victor,Boştinaru,Romania,-,S&D,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partidul Social Democrat,PSD,victor.bostinaru@ep.europa.eu,victorbostinaru,http://www.europarl.europa.eu/meps/en/39711/_home.html,
Daniel,Buda,Romania,-,EPP,ABSTAINED,ABSTAINED - CORRECTED,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Național Liberal ,PNL,daniel.buda@europarl.europa.eu,MEPDanielBuda,http://www.europarl.europa.eu/meps/en/125012/_home.html,
Cristian-Silviu,Buşoi,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,cristiansilviu.busoi@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/38420/_home.html,
Andi,Cristea,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Social Democrat,PSD,andi.cristea@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/40224/_home.html,
Mircea,Diaconu,Romania,-,ALDE,FOR,ABSTAINED,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Independent,Independent,mircea.diaconu@europarl.europa.eu,m_diaconumep,http://www.europarl.europa.eu/meps/en/124805/_home.html,
Damian,Drăghici,Romania,-,S&D,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Independent,Independent,damian.draghici@europarl.europa.eu,damiandraghici1,http://www.europarl.europa.eu/meps/en/124786/_home.html,
Doru-Claudian,Frunzulică,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Partidul Social Democrat,PSD,doru.frunzulica@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124790/_home.html,
Maria,Grapini,Romania,-,S&D,AGAINST - CORRECTED,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Puterii Umaniste,PPU,maria.grapini@europarl.europa.eu,mariagrapini,http://www.europarl.europa.eu/meps/en/124785/_home.html,
Cătălin Sorin,Ivan,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,FOR,NOT PRESENT,Partidul Social Democrat,PSD,catalin-sorin.ivan@europarl.europa.eu,Catalin_Ivan,http://www.europarl.europa.eu/meps/en/96857/_home.html,
Monica,Macovei,Romania,-,ECR,AGAINST,FOR,-,NOT PRESENT,FOR,AGAINST,AGAINST,ABSTAINED,Independent,Independent,monica.macovei@europarl.europa.eu,MonicaMacovei1,http://www.europarl.europa.eu/meps/en/96824/_home.html,
Ramona Nicole,Mănescu,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partidul Național Liberal,PNL,ramonanicole.manescu@europarl.europa.eu,RamonaManescu,http://www.europarl.europa.eu/meps/en/39717/_home.html,
Marian-Jean,Marinescu,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,marian-jean.marinescu@europarl.europa.eu,MarianMarinescu,http://www.europarl.europa.eu/meps/en/33982/_home.html,
Sorin,Moisă,Romania,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partidul Social Democrat,PSD,sorin.moisa@europarl.europa.eu,sorinmoisa,http://www.europarl.europa.eu/meps/en/124789/_home.html,
Siegfried,Mureşan,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,siegfried.muresan@europarl.europa.eu,SMuresan,http://www.europarl.europa.eu/meps/en/124802/_home.html,
Dan,Nica,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Social Democrat,PSD,dan.nica@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124784/_home.html,
Norica,Nicolai,Romania,-,ALDE,NOT PRESENT,NOT PRESENT,YES,AGAINST,AGAINST,AGAINST,FOR,NOT PRESENT,ALDE Romania,ALDE,norica.nicolai@europarl.europa.eu,Norica_Nicolai,http://www.europarl.europa.eu/meps/en/96825/_home.html,
Ioan Mircea,Paşcu,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,AGAINST,FOR,NOT PRESENT,Partidul Social Democrat,PSD,ioanmircea.pascu@europarl.europa.eu,ioanmirceapascu,http://www.europarl.europa.eu/meps/en/33984/_home.html,
Emilian,Pavel,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,FOR,FOR,FOR,FOR,Partidul Social Democrat,PSD,emilian.pavel@europarl.europa.eu,PavelEmilian,http://www.europarl.europa.eu/meps/en/129256/_home.html,
Răzvan,Popa,Romania,-,S&D,AGAINST - CORRECTED,FOR,-,AGAINST,FOR,FOR,FOR,FOR,Partidul Social Democrat,PSD,razvan.popa@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/189490/_home.html,
Cristian Dan,Preda,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Independent,Independent,cristiandan.preda@europarl.europa.eu,CDPreda,http://www.europarl.europa.eu/meps/en/96838/_home.html,
Laurenţiu,Rebega,Romania,-,ECR,NOT PRESENT,NOT PRESENT,-,ABSTAINED,ABSTAINED,ABSTAINED,ABSTAINED,AGAINST,Independent,Independent,laurentiu.rebega@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124792/_home.html,
Daciana Octavia,Sârbu,Romania,-,S&D,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,dacianaoctavia.sarbu@europarl.europa.eu,DacianaSarbu,http://www.europarl.europa.eu/meps/en/33989/_home.html,
Csaba,Sógor,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,NOT PRESENT,FOR,Uniunea Democrată Maghiară din România,UDMR,csaba.sogor@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/39724/_home.html,
Theodor Dumitru,Stolojan,Romania,-,EPP,ABSTAINED,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,theodordumitru.stolojan@europarl.europa.eu,TheodorStolojan,http://www.europarl.europa.eu/meps/en/39721/_home.html,
Claudiu Ciprian,Tănăsescu,Romania,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,claudiuciprian.tanasescu@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96847/_home.html,
Claudia,Țapardel,Romania,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,ana-claudia.tapardel@europarl.europa.eu,ClaudiaTapardel,http://www.europarl.europa.eu/meps/en/124793/_home.html,
Mihai,Ţurcanu,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,mihai.turcanu@europarl.europa.eu,turcanu2014,http://www.europarl.europa.eu/meps/en/131750/_home.html,
Traian,Ungureanu,Romania,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,ABSTAINED,AGAINST,Partidul Naţional Liberal,PNL,traian.ungureanu@europarl.europa.eu,TraianUngureanu,http://www.europarl.europa.eu/meps/en/96835/_home.html,
Adina-Ioana,Vălean,Romania,-,EPP,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Partidul Naţional Liberal,PNL,adinaioana.valean@europarl.europa.eu,AdinaValean,http://www.europarl.europa.eu/meps/en/37324/_home.html,
Renate,Weber,Romania,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,renate.weber@europarl.europa.eu,renateweber,http://www.europarl.europa.eu/meps/en/39713/_home.html,
Iuliu,Winkler,Romania,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Uniunea Democrată Maghiară din România,UDMR,iuliu.winkler@europarl.europa.eu,IuliuWinkler,http://www.europarl.europa.eu/meps/en/39725/_home.html,
Maria Gabriela,Zoană,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partidul Social Democrat,PSD,mariagabriela.zoana@ep.europa.eu,gabriela_zoana,http://www.europarl.europa.eu/meps/en/191377/_home.html,
Monika,Beňová,Slovakia,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,SMER-Sociálna demokracia,SMER-SD,monika.benova@europarl.europa.eu,monikaflabenova,http://www.europarl.europa.eu/meps/en/23868/_home.html,
Pál,Csáky,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,FOR,FOR,FOR,ABSTAINED,Strana maďarskej komunity – Magyar Közösség Pártja,SMK-MKP,pal.csaky@europarl.europa.eu,csakypal,http://www.europarl.europa.eu/meps/en/124930/_home.html,
Eduard,Kukan,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,ABSTAINED,Independent,Independent,eduard.kukan@europarl.europa.eu,EduardKukan,http://www.europarl.europa.eu/meps/en/96651/_home.html,
Vladimír,Maňka,Slovakia,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,SMER-Sociálna demokracia,SMER-SD,vladimir.manka@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28192/_home.html,
Miroslav,Mikolášik,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Kresťanskodemokratické hnutie,KDH,miroslav.mikolasik@europarl.europa.eu,miromikolasik,http://www.europarl.europa.eu/meps/en/28178/_home.html,
József,Nagy,Slovakia,-,EPP,FOR,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,MOST-Híd,MOST-Híd,jozsef.nagy@europarl.europa.eu,NagyJozsefEU,http://www.europarl.europa.eu/meps/en/124926/_home.html,
Branislav,Škripek,Slovakia,-,ECR,AGAINST,FOR,-,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,OBYČAJNÍ ĽUDIA,OĽaNO,branislav.skripek@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124927/_home.html,
Monika,Smolková,Slovakia,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,SMER-Sociálna demokracia,SMER-SD,monika.smolkova@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96655/_home.html,
Ivan,Štefanec,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,FOR,FOR,FOR,ABSTAINED,Kresťanskodemokratické hnutie,KDH,ivan.stefanec@europarl.europa.eu,IvanStefanec,http://www.europarl.europa.eu/meps/en/124929/_home.html,
Richard,Sulík,Slovakia,-,ECR,AGAINST,FOR,YES,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Sloboda a Solidarita,SaS,richard.sulik@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124928/_home.html,
Anna,Záborská,Slovakia,-,EPP,ABSTAINED,FOR,-,AGAINST,FOR,FOR,FOR,ABSTAINED,Kresťanskodemokratické hnutie,KDH,anna.zaborska@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/23894/_home.html,
Boris,Zala,Slovakia,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,SMER-Sociálna demokracia,SMER-SD,boris.zala@europarl.europa.eu,zalaboris,http://www.europarl.europa.eu/meps/en/96656/_home.html,
Jana,Žitňanská,Slovakia,-,ECR,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,NOVA,NOVA,jana.zitnanska@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124901/_home.html,
Franc,Bogovič,Slovenia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Slovenska ljudska stranka,SLS,franc.bogovic@europarl.europa.eu,Franc_Bogovic,http://www.europarl.europa.eu/meps/en/125004/_home.html,
Tanja,Fajon,Slovenia,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Socialni demokrati,SD,tanja.fajon@europarl.europa.eu,tfajon,http://www.europarl.europa.eu/meps/en/96911/_home.html,
Alojz,Peterle,Slovenia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Nova Slovenija – Krščanski demokrati,N.Si,alojz.peterle@europarl.europa.eu,lojzepeterle,http://www.europarl.europa.eu/meps/en/23693/_home.html,
Igor,Šoltes,Slovenia,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Lista dr. Igorja Šoltesa,Lista dr. Igorja Šoltesa,igor.soltes@europarl.europa.eu,isoltesEP,http://www.europarl.europa.eu/meps/en/125003/_home.html,
Patricija,Šulin,Slovenia,-,EPP,AGAINST,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Slovenska demokratska stranka,SDS,patricija.sulin@europarl.europa.eu,PatricijaSulin,http://www.europarl.europa.eu/meps/en/125103/_home.html,
Romana,Tomc,Slovenia,-,EPP,AGAINST,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Slovenska demokratska stranka,SDS,romana.tomc@europarl.europa.eu,RomanaTomc,http://www.europarl.europa.eu/meps/en/125104/_home.html,
Ivo,Vajgl,Slovenia,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,DeSUS - Demokratična Stranka Upokojencev Slovenije,DeSUS,ivo.vajgl@europarl.europa.eu,ivajgl,http://www.europarl.europa.eu/meps/en/97019/_home.html,
